Substance,Sector,EDGAR Country Code,Country,Year,CO2_Emissions
CO2,Transport,SGP,Singapore,1988,3.49732458
CO2,Transport,SGP,Singapore,1989,4.07278218
CO2,Transport,SGP,Singapore,1990,4.06689663
CO2,Transport,SGP,Singapore,1991,4.93018692
CO2,Transport,SGP,Singapore,1992,4.75949943
CO2,Transport,SGP,Singapore,1993,4.72192002
CO2,Transport,SGP,Singapore,1994,5.13684723
CO2,Transport,SGP,Singapore,1995,5.64624009
CO2,Transport,SGP,Singapore,1996,5.10616815
CO2,Transport,SGP,Singapore,1997,5.06488488
CO2,Transport,SGP,Singapore,1998,5.08009641
CO2,Transport,SGP,Singapore,1999,5.13712272
CO2,Transport,SGP,Singapore,2000,5.2184667
CO2,Transport,SGP,Singapore,2001,5.31699612
CO2,Transport,SGP,Singapore,2002,5.28889707
CO2,Transport,SGP,Singapore,2003,5.3050941
CO2,Transport,SGP,Singapore,2004,5.40978231
CO2,Transport,SGP,Singapore,2005,5.59398666
CO2,Transport,SGP,Singapore,2006,5.81237508
CO2,Transport,SGP,Singapore,2007,6.00696486
CO2,Transport,SGP,Singapore,2008,6.12421401
CO2,Transport,SGP,Singapore,2009,6.70111002
CO2,Transport,SGP,Singapore,2010,6.78635226
CO2,Transport,SGP,Singapore,2011,7.24744653
CO2,Transport,SGP,Singapore,2012,7.01058618
CO2,Transport,SGP,Singapore,2013,6.51305379
CO2,Transport,SGP,Singapore,2014,6.73055316
CO2,Transport,SGP,Singapore,2015,7.21948917
CO2,Transport,SGP,Singapore,2016,7.40485527
CO2,Transport,SGP,Singapore,2017,6.637439922
CO2,Transport,SGP,Singapore,2018,6.384525018
CO2,Transport,SGP,Singapore,2019,6.297665275
CO2,Transport,SGP,Singapore,2020,6.176618581
CO2,Transport,SGP,Singapore,2021,6.144181041
CO2,Transport,SGP,Singapore,2022,6.0305101823402
CO2,Transport,SGP,Singapore,2023,6.7112622270023
CO2,Waste,SGP,Singapore,1970,0.01390860729786
CO2,Waste,SGP,Singapore,1971,0.01416787778868
CO2,Waste,SGP,Singapore,1972,0.01443272398898
CO2,Waste,SGP,Singapore,1973,0.01469617626191
CO2,Waste,SGP,Singapore,1974,0.0149429014064
CO2,Waste,SGP,Singapore,1975,0.0151659297856
CO2,Waste,SGP,Singapore,1976,0.01536247354477
CO2,Waste,SGP,Singapore,1977,0.01553671446602
CO2,Waste,SGP,Singapore,1978,0.01571513716938
CO2,Waste,SGP,Singapore,1979,0.01592422627488
CO2,Waste,SGP,Singapore,1980,0.01618628462044
CO2,Waste,SGP,Singapore,1981,0.01651246362502
CO2,Waste,SGP,Singapore,1982,0.01689718757914
CO2,Waste,SGP,Singapore,1983,0.01731815364488
CO2,Waste,SGP,Singapore,1984,0.0177446954201
CO2,Waste,SGP,Singapore,1985,0.01815869184899
CO2,Waste,SGP,Singapore,1986,0.01854759758522
CO2,Waste,SGP,Singapore,1987,0.01892395797512
CO2,Waste,SGP,Singapore,1988,0.01930868192924
CO2,Waste,SGP,Singapore,1989,0.01973382977709
CO2,Waste,SGP,Singapore,1990,0.02022170435659
CO2,Waste,SGP,Singapore,1991,0.02078206315933
CO2,Waste,SGP,Singapore,1992,0.02140654262109
CO2,Waste,SGP,Singapore,1993,0.02206447633973
CO2,Waste,SGP,Singapore,1994,0.02314477005148
CO2,Waste,SGP,Singapore,1995,0.02378318878694
CO2,Waste,SGP,Singapore,1996,0.02438118362867
CO2,Waste,SGP,Singapore,1997,0.02494851206826
CO2,Waste,SGP,Singapore,1998,0.02551165872574
CO2,Waste,SGP,Singapore,1999,0.02610547178536
CO2,Waste,SGP,Singapore,2000,0.02675922372189
CO2,Waste,SGP,Singapore,2001,0.02747570239007
CO2,Waste,SGP,Singapore,2002,0.02824375637094
CO2,Waste,SGP,Singapore,2003,0.02905223424554
CO2,Waste,SGP,Singapore,2004,0.02987743924858
CO2,Waste,SGP,Singapore,2005,0.03070403817899
CO2,Waste,SGP,Singapore,2006,0.0315306371094
CO2,Waste,SGP,Singapore,2007,0.03235584211244
CO2,Waste,SGP,Singapore,2008,0.03316571391441
CO2,Waste,SGP,Singapore,2009,0.03394770716898
CO2,Waste,SGP,Singapore,2010,0.03469206438456
CO2,Waste,SGP,Singapore,2011,0.03538763414219
CO2,Waste,SGP,Singapore,2012,0.03603720429661
CO2,Waste,SGP,Singapore,2013,0.03665053233941
CO2,Waste,SGP,Singapore,2014,0.03724992110851
CO2,Waste,SGP,Singapore,2015,0.03784373416813
CO2,Waste,SGP,Singapore,2016,0.03843894115512
CO2,Waste,SGP,Singapore,2017,0.03902996636
CO2,Waste,SGP,Singapore,2018,0.03959868872696
CO2,Waste,SGP,Singapore,2019,0.04011862363597
CO2,Waste,SGP,Singapore,2020,0.0405772257407
CO2,Waste,SGP,Singapore,2021,0.04096613147693
CO2,Waste,SGP,Singapore,2022,0.041471569541292
CO2,Waste,SGP,Singapore,2023,0.041983243675004
CO2,Agriculture,THA,Thailand,1970,0.089571426307846
CO2,Agriculture,THA,Thailand,1971,0.089571426307846
CO2,Agriculture,THA,Thailand,1972,0.089571426307846
CO2,Agriculture,THA,Thailand,1973,0.089571426307846
CO2,Agriculture,THA,Thailand,1974,0.090409521544726
CO2,Agriculture,THA,Thailand,1975,0.13341428251531
CO2,Agriculture,THA,Thailand,1976,0.31501904599166
CO2,Agriculture,THA,Thailand,1977,0.25823809376483
CO2,Agriculture,THA,Thailand,1978,0.28076190140721
CO2,Agriculture,THA,Thailand,1979,0.2425238035808
CO2,Agriculture,THA,Thailand,1980,0.26976189882472
CO2,Agriculture,THA,Thailand,1981,0.37221904457305
CO2,Agriculture,THA,Thailand,1982,0.4663999918895
CO2,Agriculture,THA,Thailand,1983,0.63297142171631
CO2,Agriculture,THA,Thailand,1984,0.54900475516778
CO2,Agriculture,THA,Thailand,1985,0.57922855820735
CO2,Agriculture,THA,Thailand,1986,0.57074282056783
CO2,Agriculture,THA,Thailand,1987,0.61851424159829
CO2,Agriculture,THA,Thailand,1988,0.65842852772521
CO2,Agriculture,THA,Thailand,1989,0.70085708983686
CO2,Agriculture,THA,Thailand,1990,0.80299994672417
CO2,Agriculture,THA,Thailand,1991,0.90608566104081
CO2,Agriculture,THA,Thailand,1992,0.94804279924571
CO2,Agriculture,THA,Thailand,1993,1.1628570687977
CO2,Agriculture,THA,Thailand,1994,1.1712380120086
CO2,Agriculture,THA,Thailand,1995,1.2099999310814
CO2,Agriculture,THA,Thailand,1996,1.3446189732969
CO2,Agriculture,THA,Thailand,1997,1.4776665660515
CO2,Agriculture,THA,Thailand,1998,2.0727141503433
CO2,Agriculture,THA,Thailand,1999,2.2500236276591
CO2,Agriculture,THA,Thailand,2000,1.7470617349449
CO2,Agriculture,THA,Thailand,2001,2.0562141106552
CO2,Agriculture,THA,Thailand,2002,2.1037236111072
CO2,Agriculture,THA,Thailand,2003,2.1294950237719
CO2,Agriculture,THA,Thailand,2004,2.0601426391211
CO2,Agriculture,THA,Thailand,2005,2.1932950458164
CO2,Agriculture,THA,Thailand,2006,1.9273045864336
CO2,Agriculture,THA,Thailand,2007,1.9852379097631
CO2,Agriculture,THA,Thailand,2008,1.8621426616467
CO2,Agriculture,THA,Thailand,2009,2.3072235426375
CO2,Agriculture,THA,Thailand,2010,2.5266997251061
CO2,Agriculture,THA,Thailand,2011,2.6314092517805
CO2,Agriculture,THA,Thailand,2012,2.6251235400934
CO2,Agriculture,THA,Thailand,2013,2.7376377919597
CO2,Agriculture,THA,Thailand,2014,2.4453521016266
CO2,Agriculture,THA,Thailand,2015,2.2479283150776
CO2,Agriculture,THA,Thailand,2016,2.4872568534583
CO2,Agriculture,THA,Thailand,2017,2.7321901509751
CO2,Agriculture,THA,Thailand,2018,2.673209190441
CO2,Agriculture,THA,Thailand,2019,2.2017282927401
CO2,Agriculture,THA,Thailand,2020,2.2983187559596
CO2,Agriculture,THA,Thailand,2021,2.1860140210903
CO2,Agriculture,THA,Thailand,2022,2.1494649844629
CO2,Agriculture,THA,Thailand,2023,2.1041905529449
CO2,Buildings,THA,Thailand,1970,3.148184561
CO2,Buildings,THA,Thailand,1971,3.148184561
CO2,Buildings,THA,Thailand,1972,3.308118052
CO2,Buildings,THA,Thailand,1973,3.790847968
CO2,Buildings,THA,Thailand,1974,5.035352588
CO2,Buildings,THA,Thailand,1975,4.65713478
CO2,Buildings,THA,Thailand,1976,4.814688511
CO2,Buildings,THA,Thailand,1977,5.059647331
CO2,Buildings,THA,Thailand,1978,5.306988899
CO2,Buildings,THA,Thailand,1979,5.792512191
CO2,Buildings,THA,Thailand,1980,5.513358537
CO2,Buildings,THA,Thailand,1981,5.31390381
CO2,Buildings,THA,Thailand,1982,5.583628761
CO2,Buildings,THA,Thailand,1983,5.934450692
CO2,Buildings,THA,Thailand,1984,5.902074585
CO2,Buildings,THA,Thailand,1985,5.714830501
CO2,Buildings,THA,Thailand,1986,6.109454815
CO2,Buildings,THA,Thailand,1987,6.171843104
CO2,Buildings,THA,Thailand,1988,6.80648488
CO2,Buildings,THA,Thailand,1989,7.499989003
CO2,Buildings,THA,Thailand,1990,8.054959848
CO2,Buildings,THA,Thailand,1991,8.130888746
CO2,Buildings,THA,Thailand,1992,8.562581708
CO2,Buildings,THA,Thailand,1993,7.983209643
CO2,Buildings,THA,Thailand,1994,8.12015072
CO2,Buildings,THA,Thailand,1995,8.435682621
CO2,Buildings,THA,Thailand,1996,9.56032174
CO2,Buildings,THA,Thailand,1997,12.173222923
CO2,Buildings,THA,Thailand,1998,11.496918893
CO2,Buildings,THA,Thailand,1999,12.816803633
CO2,Buildings,THA,Thailand,2000,13.019670017
CO2,Buildings,THA,Thailand,2001,13.414609583
CO2,Buildings,THA,Thailand,2002,14.016429393
CO2,Buildings,THA,Thailand,2003,14.978504948
CO2,Buildings,THA,Thailand,2004,15.680944295
CO2,Buildings,THA,Thailand,2005,14.982812113
CO2,Buildings,THA,Thailand,2006,15.666408362
CO2,Buildings,THA,Thailand,2007,16.590325263
CO2,Buildings,THA,Thailand,2008,17.321757729
CO2,Buildings,THA,Thailand,2009,17.473853228
CO2,Buildings,THA,Thailand,2010,18.256640822
CO2,Buildings,THA,Thailand,2011,19.722363633
CO2,Buildings,THA,Thailand,2012,21.230324708
CO2,Buildings,THA,Thailand,2013,19.619123457
CO2,Buildings,THA,Thailand,2014,18.976283045
CO2,Buildings,THA,Thailand,2015,18.593117214
CO2,Buildings,THA,Thailand,2016,15.826888913
CO2,Buildings,THA,Thailand,2017,14.922146356
CO2,Buildings,THA,Thailand,2018,15.643246653
CO2,Buildings,THA,Thailand,2019,15.691424904
CO2,Buildings,THA,Thailand,2020,13.471404245
CO2,Buildings,THA,Thailand,2021,13.26306422
CO2,Buildings,THA,Thailand,2022,13.087728657
CO2,Buildings,THA,Thailand,2023,13.055230098714
CO2,Fuel Exploitation,THA,Thailand,1970,0.1940749009025
CO2,Fuel Exploitation,THA,Thailand,1971,0.1940749009025
CO2,Fuel Exploitation,THA,Thailand,1972,0.24498534630202
CO2,Fuel Exploitation,THA,Thailand,1973,0.29188285245524
CO2,Fuel Exploitation,THA,Thailand,1974,0.27640297251162
CO2,Fuel Exploitation,THA,Thailand,1975,0.29689536509041
CO2,Fuel Exploitation,THA,Thailand,1976,0.34214658017871
CO2,Fuel Exploitation,THA,Thailand,1977,0.22742726498845
CO2,Fuel Exploitation,THA,Thailand,1978,0.23022972928717
CO2,Fuel Exploitation,THA,Thailand,1979,0.24432389479587
CO2,Fuel Exploitation,THA,Thailand,1980,0.21388477380339
CO2,Fuel Exploitation,THA,Thailand,1981,0.30033138913649
CO2,Fuel Exploitation,THA,Thailand,1982,0.21691297534241
CO2,Fuel Exploitation,THA,Thailand,1983,0.27073885276166
CO2,Fuel Exploitation,THA,Thailand,1984,0.33326818900041
CO2,Fuel Exploitation,THA,Thailand,1985,1.5930552303611
CO2,Fuel Exploitation,THA,Thailand,1986,1.8159288249263
CO2,Fuel Exploitation,THA,Thailand,1987,1.9199750544622
CO2,Fuel Exploitation,THA,Thailand,1988,2.1471099741034
CO2,Fuel Exploitation,THA,Thailand,1989,2.1094517840296
CO2,Fuel Exploitation,THA,Thailand,1990,4.1887186363362
CO2,Fuel Exploitation,THA,Thailand,1991,3.1467999977298
CO2,Fuel Exploitation,THA,Thailand,1992,3.7984812601297002
CO2,Fuel Exploitation,THA,Thailand,1993,4.3262073175768
CO2,Fuel Exploitation,THA,Thailand,1994,3.9562783640652
CO2,Fuel Exploitation,THA,Thailand,1995,4.379297511512
CO2,Fuel Exploitation,THA,Thailand,1996,5.7498932905909
CO2,Fuel Exploitation,THA,Thailand,1997,5.8709796012799
CO2,Fuel Exploitation,THA,Thailand,1998,7.8284877855087
CO2,Fuel Exploitation,THA,Thailand,1999,8.6807761178463
CO2,Fuel Exploitation,THA,Thailand,2000,9.9891883051153
CO2,Fuel Exploitation,THA,Thailand,2001,9.6828369828924
CO2,Fuel Exploitation,THA,Thailand,2002,10.170402009667
CO2,Fuel Exploitation,THA,Thailand,2003,10.430743106378
CO2,Fuel Exploitation,THA,Thailand,2004,12.063572047275
CO2,Fuel Exploitation,THA,Thailand,2005,14.108557269776
CO2,Fuel Exploitation,THA,Thailand,2006,15.782938464742
CO2,Fuel Exploitation,THA,Thailand,2007,17.8146322796
CO2,Fuel Exploitation,THA,Thailand,2008,21.43146246295
CO2,Fuel Exploitation,THA,Thailand,2009,12.655726694734
CO2,Fuel Exploitation,THA,Thailand,2010,16.397562753378
CO2,Fuel Exploitation,THA,Thailand,2011,16.383394446957
CO2,Fuel Exploitation,THA,Thailand,2012,23.480412195009
CO2,Fuel Exploitation,THA,Thailand,2013,26.132327414131
CO2,Fuel Exploitation,THA,Thailand,2014,22.605053573535
CO2,Fuel Exploitation,THA,Thailand,2015,20.971720979964
CO2,Fuel Exploitation,THA,Thailand,2016,20.137044850382
CO2,Fuel Exploitation,THA,Thailand,2017,17.314610472434
CO2,Fuel Exploitation,THA,Thailand,2018,19.433424809862
CO2,Fuel Exploitation,THA,Thailand,2019,21.896863260832
CO2,Fuel Exploitation,THA,Thailand,2020,17.869810175648
CO2,Fuel Exploitation,THA,Thailand,2021,17.577697374331
CO2,Fuel Exploitation,THA,Thailand,2022,15.349698041093
CO2,Fuel Exploitation,THA,Thailand,2023,16.225814085472
CO2,Industrial Combustion,THA,Thailand,1970,4.39359397
CO2,Industrial Combustion,THA,Thailand,1971,4.39359397
CO2,Industrial Combustion,THA,Thailand,1972,4.846561503
CO2,Industrial Combustion,THA,Thailand,1973,5.195449377
CO2,Industrial Combustion,THA,Thailand,1974,4.560090041
CO2,Industrial Combustion,THA,Thailand,1975,4.980768654
CO2,Industrial Combustion,THA,Thailand,1976,5.498826699
CO2,Industrial Combustion,THA,Thailand,1977,5.91264181
CO2,Industrial Combustion,THA,Thailand,1978,6.292162786
CO2,Industrial Combustion,THA,Thailand,1979,7.008870248
CO2,Industrial Combustion,THA,Thailand,1980,6.865642268
CO2,Industrial Combustion,THA,Thailand,1981,6.55017084
CO2,Industrial Combustion,THA,Thailand,1982,6.278284099
CO2,Industrial Combustion,THA,Thailand,1983,6.164319318
CO2,Industrial Combustion,THA,Thailand,1984,6.750210068
CO2,Industrial Combustion,THA,Thailand,1985,7.284561817
CO2,Industrial Combustion,THA,Thailand,1986,7.430333867
CO2,Industrial Combustion,THA,Thailand,1987,8.629183119
CO2,Industrial Combustion,THA,Thailand,1988,9.895448687
CO2,Industrial Combustion,THA,Thailand,1989,12.16725597
CO2,Industrial Combustion,THA,Thailand,1990,14.744221766
CO2,Industrial Combustion,THA,Thailand,1991,16.428485319
CO2,Industrial Combustion,THA,Thailand,1992,19.119619808
CO2,Industrial Combustion,THA,Thailand,1993,23.516186132
CO2,Industrial Combustion,THA,Thailand,1994,27.798755792
CO2,Industrial Combustion,THA,Thailand,1995,31.838489504000002
CO2,Industrial Combustion,THA,Thailand,1996,35.913525177
CO2,Industrial Combustion,THA,Thailand,1997,32.863186211
CO2,Industrial Combustion,THA,Thailand,1998,28.128325471
CO2,Industrial Combustion,THA,Thailand,1999,31.376665545
CO2,Industrial Combustion,THA,Thailand,2000,30.807353027
CO2,Industrial Combustion,THA,Thailand,2001,33.653958057
CO2,Industrial Combustion,THA,Thailand,2002,37.798234466
CO2,Industrial Combustion,THA,Thailand,2003,38.156954507
CO2,Industrial Combustion,THA,Thailand,2004,43.242657027
CO2,Industrial Combustion,THA,Thailand,2005,45.640745279
CO2,Industrial Combustion,THA,Thailand,2006,48.39831568
CO2,Industrial Combustion,THA,Thailand,2007,41.182992898
CO2,Industrial Combustion,THA,Thailand,2008,45.53592678
CO2,Industrial Combustion,THA,Thailand,2009,44.69757331
CO2,Industrial Combustion,THA,Thailand,2010,49.936565636
CO2,Industrial Combustion,THA,Thailand,2011,44.144571137
CO2,Industrial Combustion,THA,Thailand,2012,48.695863391
CO2,Industrial Combustion,THA,Thailand,2013,50.565088591
CO2,Industrial Combustion,THA,Thailand,2014,50.399472209
CO2,Industrial Combustion,THA,Thailand,2015,57.326724792
CO2,Industrial Combustion,THA,Thailand,2016,51.908995988
CO2,Industrial Combustion,THA,Thailand,2017,53.102174136
CO2,Industrial Combustion,THA,Thailand,2018,48.172381219
CO2,Industrial Combustion,THA,Thailand,2019,53.575260503
CO2,Industrial Combustion,THA,Thailand,2020,53.884002184
CO2,Industrial Combustion,THA,Thailand,2021,53.969143092
CO2,Industrial Combustion,THA,Thailand,2022,57.814089819407
CO2,Industrial Combustion,THA,Thailand,2023,52.967292096519
CO2,Power Industry,THA,Thailand,1970,2.796743644
CO2,Power Industry,THA,Thailand,1971,2.796743644
CO2,Power Industry,THA,Thailand,1972,3.601785442
CO2,Power Industry,THA,Thailand,1973,4.249152084
CO2,Power Industry,THA,Thailand,1974,4.207146481
CO2,Power Industry,THA,Thailand,1975,4.259135491
CO2,Power Industry,THA,Thailand,1976,5.186326392
CO2,Power Industry,THA,Thailand,1977,6.683098468
CO2,Power Industry,THA,Thailand,1978,8.810771322
CO2,Power Industry,THA,Thailand,1979,8.883721973
CO2,Power Industry,THA,Thailand,1980,11.525818699
CO2,Power Industry,THA,Thailand,1981,10.299765902
CO2,Power Industry,THA,Thailand,1982,9.300057202
CO2,Power Industry,THA,Thailand,1983,10.558122332
CO2,Power Industry,THA,Thailand,1984,11.329101852
CO2,Power Industry,THA,Thailand,1985,13.029361403
CO2,Power Industry,THA,Thailand,1986,12.780088151
CO2,Power Industry,THA,Thailand,1987,15.63299865
CO2,Power Industry,THA,Thailand,1988,18.01306272
CO2,Power Industry,THA,Thailand,1989,20.452877307
CO2,Power Industry,THA,Thailand,1990,28.003482221
CO2,Power Industry,THA,Thailand,1991,34.221776104
CO2,Power Industry,THA,Thailand,1992,37.332457423
CO2,Power Industry,THA,Thailand,1993,40.397175018
CO2,Power Industry,THA,Thailand,1994,44.860741721
CO2,Power Industry,THA,Thailand,1995,49.041951071
CO2,Power Industry,THA,Thailand,1996,55.381363241
CO2,Power Industry,THA,Thailand,1997,59.75097689
CO2,Power Industry,THA,Thailand,1998,55.312608734
CO2,Power Industry,THA,Thailand,1999,54.271257847
CO2,Power Industry,THA,Thailand,2000,55.013570170999
CO2,Power Industry,THA,Thailand,2001,58.622634535
CO2,Power Industry,THA,Thailand,2002,60.297497163
CO2,Power Industry,THA,Thailand,2003,62.96734784
CO2,Power Industry,THA,Thailand,2004,68.705784396
CO2,Power Industry,THA,Thailand,2005,71.482627555
CO2,Power Industry,THA,Thailand,2006,71.59099211
CO2,Power Industry,THA,Thailand,2007,79.295608818999
CO2,Power Industry,THA,Thailand,2008,78.829938876001
CO2,Power Industry,THA,Thailand,2009,77.000685404001
CO2,Power Industry,THA,Thailand,2010,82.673732748
CO2,Power Industry,THA,Thailand,2011,82.386558910999
CO2,Power Industry,THA,Thailand,2012,84.352688993
CO2,Power Industry,THA,Thailand,2013,90.300107128001
CO2,Power Industry,THA,Thailand,2014,92.380411126001
CO2,Power Industry,THA,Thailand,2015,90.868253375
CO2,Power Industry,THA,Thailand,2016,91.888529575
CO2,Power Industry,THA,Thailand,2017,88.119879452001
CO2,Power Industry,THA,Thailand,2018,87.392605395001
CO2,Power Industry,THA,Thailand,2019,87.875902939
CO2,Power Industry,THA,Thailand,2020,84.63271557
CO2,Power Industry,THA,Thailand,2021,82.400812313001
CO2,Power Industry,THA,Thailand,2022,79.287639313155
CO2,Power Industry,THA,Thailand,2023,80.124643758684
CO2,Processes,THA,Thailand,1970,1.6249445915707
CO2,Processes,THA,Thailand,1971,1.7022075971478
CO2,Processes,THA,Thailand,1972,2.0275827611268
CO2,Processes,THA,Thailand,1973,2.194200065261
CO2,Processes,THA,Thailand,1974,2.2970556395546
CO2,Processes,THA,Thailand,1975,2.3203349329179
CO2,Processes,THA,Thailand,1976,2.573128694986
CO2,Processes,THA,Thailand,1977,2.8903472288397
CO2,Processes,THA,Thailand,1978,2.8982541006098
CO2,Processes,THA,Thailand,1979,2.9746138850859
CO2,Processes,THA,Thailand,1980,3.0559830046792
CO2,Processes,THA,Thailand,1981,3.5167444096435
CO2,Processes,THA,Thailand,1982,3.6710761694918
CO2,Processes,THA,Thailand,1983,3.9854695756035
CO2,Processes,THA,Thailand,1984,5.8537062222595
CO2,Processes,THA,Thailand,1985,5.7906801201488
CO2,Processes,THA,Thailand,1986,6.0991752287585
CO2,Processes,THA,Thailand,1987,7.2059942145226
CO2,Processes,THA,Thailand,1988,8.0396254707674
CO2,Processes,THA,Thailand,1989,9.7179718805798
CO2,Processes,THA,Thailand,1990,11.561336272873
CO2,Processes,THA,Thailand,1991,12.394759553377
CO2,Processes,THA,Thailand,1992,13.713104322993
CO2,Processes,THA,Thailand,1993,16.120132845058
CO2,Processes,THA,Thailand,1994,18.53907127383
CO2,Processes,THA,Thailand,1995,21.030399563458
CO2,Processes,THA,Thailand,1996,23.91592339537
CO2,Processes,THA,Thailand,1997,23.44958425855
CO2,Processes,THA,Thailand,1998,17.313485301978
CO2,Processes,THA,Thailand,1999,18.783982306779
CO2,Processes,THA,Thailand,2000,18.959231133942
CO2,Processes,THA,Thailand,2001,19.639930264182
CO2,Processes,THA,Thailand,2002,21.545033705798
CO2,Processes,THA,Thailand,2003,21.94301957122
CO2,Processes,THA,Thailand,2004,23.177926743791
CO2,Processes,THA,Thailand,2005,24.598768825014
CO2,Processes,THA,Thailand,2006,26.76228375029
CO2,Processes,THA,Thailand,2007,25.278204497704
CO2,Processes,THA,Thailand,2008,21.926686105856
CO2,Processes,THA,Thailand,2009,22.888670344385
CO2,Processes,THA,Thailand,2010,20.81808484687
CO2,Processes,THA,Thailand,2011,22.879817515201
CO2,Processes,THA,Thailand,2012,23.871989477782
CO2,Processes,THA,Thailand,2013,26.742679861813
CO2,Processes,THA,Thailand,2014,27.573751332979
CO2,Processes,THA,Thailand,2015,27.972380424353
CO2,Processes,THA,Thailand,2016,28.017169183556
CO2,Processes,THA,Thailand,2017,28.742477536904
CO2,Processes,THA,Thailand,2018,29.14138728276
CO2,Processes,THA,Thailand,2019,29.401428262967
CO2,Processes,THA,Thailand,2020,29.1178952245
CO2,Processes,THA,Thailand,2021,29.492386333151
CO2,Processes,THA,Thailand,2022,29.281303250668
CO2,Processes,THA,Thailand,2023,29.87474317407
CO2,Transport,THA,Thailand,1970,5.856706186
CO2,Transport,THA,Thailand,1971,5.856706186
CO2,Transport,THA,Thailand,1972,6.509338878
CO2,Transport,THA,Thailand,1973,7.440488533
CO2,Transport,THA,Thailand,1974,6.764348105
CO2,Transport,THA,Thailand,1975,7.1886697
CO2,Transport,THA,Thailand,1976,8.520674634
CO2,Transport,THA,Thailand,1977,9.087005515
CO2,Transport,THA,Thailand,1978,9.575530076
CO2,Transport,THA,Thailand,1979,10.376259692
CO2,Transport,THA,Thailand,1980,9.83598589
CO2,Transport,THA,Thailand,1981,10.344208548
CO2,Transport,THA,Thailand,1982,10.007095735
CO2,Transport,THA,Thailand,1983,11.951464383
CO2,Transport,THA,Thailand,1984,13.964496419
CO2,Transport,THA,Thailand,1985,14.723818921
CO2,Transport,THA,Thailand,1986,15.557842129
CO2,Transport,THA,Thailand,1987,17.948394275
CO2,Transport,THA,Thailand,1988,20.5821124
CO2,Transport,THA,Thailand,1989,24.649954781
CO2,Transport,THA,Thailand,1990,28.001048098
CO2,Transport,THA,Thailand,1991,28.747795903
CO2,Transport,THA,Thailand,1992,30.521927552
CO2,Transport,THA,Thailand,1993,35.908544814
CO2,Transport,THA,Thailand,1994,39.937554009
CO2,Transport,THA,Thailand,1995,47.577109834
CO2,Transport,THA,Thailand,1996,51.992209232
CO2,Transport,THA,Thailand,1997,51.793682624
CO2,Transport,THA,Thailand,1998,44.845809263
CO2,Transport,THA,Thailand,1999,46.33439092
CO2,Transport,THA,Thailand,2000,45.274905572
CO2,Transport,THA,Thailand,2001,46.411795161
CO2,Transport,THA,Thailand,2002,49.084856678
CO2,Transport,THA,Thailand,2003,52.257357395
CO2,Transport,THA,Thailand,2004,56.12869514
CO2,Transport,THA,Thailand,2005,56.1581323
CO2,Transport,THA,Thailand,2006,52.663418234
CO2,Transport,THA,Thailand,2007,55.629836599999
CO2,Transport,THA,Thailand,2008,51.976408661
CO2,Transport,THA,Thailand,2009,54.905581424
CO2,Transport,THA,Thailand,2010,55.660346213
CO2,Transport,THA,Thailand,2011,58.487799442
CO2,Transport,THA,Thailand,2012,60.456062154
CO2,Transport,THA,Thailand,2013,59.835793801
CO2,Transport,THA,Thailand,2014,57.93014541
CO2,Transport,THA,Thailand,2015,61.741015238
CO2,Transport,THA,Thailand,2016,65.725233623
CO2,Transport,THA,Thailand,2017,71.988965467
CO2,Transport,THA,Thailand,2018,72.112162131
CO2,Transport,THA,Thailand,2019,73.779246762
CO2,Transport,THA,Thailand,2020,73.146884171
CO2,Transport,THA,Thailand,2021,68.583852401
CO2,Transport,THA,Thailand,2022,78.88040768454
CO2,Transport,THA,Thailand,2023,79.78927740012
CO2,Waste,THA,Thailand,1970,0.00367160469258
CO2,Waste,THA,Thailand,1971,0.00388208772545
CO2,Waste,THA,Thailand,1972,0.00410093432254
CO2,Waste,THA,Thailand,1973,0.00432675055648
CO2,Waste,THA,Thailand,1974,0.0045581424999
CO2,Waste,THA,Thailand,1975,0.00479232229806
CO2,Waste,THA,Thailand,1976,0.00503765351518
CO2,Waste,THA,Thailand,1977,0.00528437865967
CO2,Waste,THA,Thailand,1978,0.00553667951364
CO2,Waste,THA,Thailand,1979,0.00579037429498
CO2,Waste,THA,Thailand,1980,0.0060496447858
CO2,Waste,THA,Thailand,1981,0.0062308553439
CO2,Waste,THA,Thailand,1982,0.006412065902
CO2,Waste,THA,Thailand,1983,0.0065932764601
CO2,Waste,THA,Thailand,1984,0.00677866880031
CO2,Waste,THA,Thailand,1985,0.00696684899526
CO2,Waste,THA,Thailand,1986,0.00716199882706
CO2,Waste,THA,Thailand,1987,0.00736133044097
CO2,Waste,THA,Thailand,1988,0.00755926812751
CO2,Waste,THA,Thailand,1989,0.00775163010457
CO2,Waste,THA,Thailand,1990,0.00793284066267
CO2,Waste,THA,Thailand,1991,0.00807362732704
CO2,Waste,THA,Thailand,1992,0.00820326257245
CO2,Waste,THA,Thailand,1993,0.00832453425364
CO2,Waste,THA,Thailand,1994,0.00844998771694
CO2,Waste,THA,Thailand,1995,0.00858241081709
CO2,Waste,THA,Thailand,1996,0.00874131853727
CO2,Waste,THA,Thailand,1997,0.00890858982167
CO2,Waste,THA,Thailand,1998,0.00908143681555
CO2,Waste,THA,Thailand,1999,0.00925149595469
CO2,Waste,THA,Thailand,2000,0.00941597938435
CO2,Waste,THA,Thailand,2001,0.00986761185223
CO2,Waste,THA,Thailand,2002,0.01031785039274
CO2,Waste,THA,Thailand,2003,0.01076669500588
